Heat/Lot ID,Temp (R),Stress (ksi),Life (h)
Bynum-Z,2109.67,1.20,10413.0
Bynum-Z,2209.67,1.75,293.6
Bynum-Z,2209.67,1.20,1687.0
Bynum-Z,2209.67,1.00,3810.0
Bynum-Z,2209.67,0.70,8153.0
C-804,1459.67,40.00,435.0
C-804,1559.67,32.00,210.0
C-804,1559.67,30.00,432.0
C-804,1559.67,27.00,1180.0
C-804,1559.67,24.25,2090.0
C-804,1559.67,22.00,4530.0
C-804,1559.67,17.00,31770.0
C-804,1559.67,16.00,33712.0
C-804,1559.67,14.50,46400.0
C-804,1609.67,20.00,2100.0
C-804,1659.67,23.00,140.0
C-804,1659.67,20.00,322.0
C-804,1659.67,19.00,500.0
C-804,1659.67,18.00,533.0
C-804,1659.67,17.00,1470.0
C-804,1659.67,15.00,2850.0
C-804,1659.67,12.00,10039.0
C-804,1659.67,10.00,20074.0
C-804,1659.67,10.00,21985.0
C-804,1659.67,10.50,26608.0
C-804,1659.67,9.00,36614.0
C-804,1709.67,20.00,105.0
C-804,1859.67,5.00,4230.0
C-804,1909.67,10.00,130.0
C-804,1959.67,5.00,2710.0
C-804,2059.67,5.00,226.0
C-804,2159.67,4.00,105.0
ht206,1481.67,42.06,140.0
ht206,1481.67,40.61,150.0
ht206,1481.67,36.26,310.0
ht206,1481.67,36.26,410.0
ht206,1481.67,36.26,1000.0
ht206,1481.67,34.81,1005.0
ht206,1481.67,34.08,1005.0
ht206,1481.67,30.46,2900.0
ht206,1481.67,30.46,4150.0
ht206,1481.67,27.56,7600.0
ht206,1481.67,28.28,8500.0
ht206,1481.67,25.38,19000.0
ht206,1481.67,24.66,20000.0
ht206,1481.67,23.21,49000.0
ht206,1571.67,29.01,190.0
ht206,1571.67,26.11,480.0
ht206,1571.67,21.75,2200.0
ht206,1571.67,18.85,5500.0
ht206,1571.67,18.13,8800.0
ht206,1571.67,14.50,17000.0
ht206,1661.67,20.30,150.0
ht206,1661.67,18.85,250.0
ht206,1661.67,18.85,480.0
ht206,1661.67,17.40,520.0
ht206,1661.67,15.95,960.0
ht206,1661.67,14.50,2000.0
ht206,1661.67,13.05,2900.0
ht206,1661.67,11.60,6300.0
ht206,1661.67,10.15,12000.0
ht206,1661.67,8.70,30000.0
ht206,1751.67,13.05,180.0
ht206,1751.67,11.60,400.0
ht206,1751.67,10.15,880.0
ht206,1751.67,8.70,2050.0
ht206,1751.67,7.25,6000.0
ht206,1751.67,5.80,20000.0
ht206,1841.67,8.70,200.0
ht206,1841.67,7.25,440.0
ht206,1841.67,5.80,1200.0
ht206,1841.67,4.35,5100.0
ht25682,1509.67,36.50,487.0
ht25682,1509.67,30.00,3354.0
ht25682,1509.67,27.00,12375.0
ht25682,1659.67,22.00,469.0
ht25682,1659.67,17.50,2968.0
ht25682,1659.67,16.00,4036.0
ht25682,1659.67,15.00,4672.0
ht25682,1809.67,12.00,357.0
ht25682,1809.67,10.00,1033.0
ht25682,1809.67,9.00,2374.0
ht25682,1809.67,7.50,5932.0
ht25682,1959.67,6.50,460.0
ht25682,1959.67,5.20,1873.0
ht25682,1959.67,4.20,5105.0
ht25682 cw,1509.67,43.00,285.0
ht25682 cw,1509.67,38.00,1675.0
ht25682 cw,1509.67,35.00,3059.0
ht25682 cw,1509.67,32.00,10410.0
ht25682 cw,1659.67,25.00,427.0
ht25682 cw,1659.67,21.30,1678.0
ht25682 cw,1659.67,20.00,1940.0
ht25682 cw,1659.67,17.50,8919.0
ht25682 cw,1659.67,15.00,16696.0
ht25682 cw,1809.67,15.00,162.0
ht25682 cw,1809.67,11.00,1728.0
ht25682 cw,1809.67,9.00,8235.0
ht25682 cw,1809.67,8.00,12238.0
ht25682 cw,1959.67,7.50,549.0
ht25682 cw,1959.67,6.50,956.0
ht25682 cw,1959.67,5.50,3027.0
ht25682 cw,1959.67,4.50,6456.0
ht300380,1459.67,45.98,128.1
ht300380,1559.67,34.95,102.8
ht300380,1559.67,34.95,168.1
ht300380,1559.67,34.95,323.3
ht300380,1559.67,30.02,738.4
ht300380,1559.67,30.02,741.5
ht300380,1559.67,16.97,73435.1
ht300380,1659.67,24.95,303.9
ht30107,1759.67,15.00,105.0
ht30107,1759.67,12.00,619.0
ht30107,1759.67,10.00,2217.0
ht30107,1959.67,6.00,348.0
ht30107,1959.67,5.00,735.0
ht326,1481.67,43.51,110.0
ht326,1481.67,39.88,510.0
ht326,1481.67,35.53,3400.0
ht326,1571.67,34.81,190.0
ht326,1571.67,31.91,510.0
ht326,1571.67,29.01,1300.0
ht326,1571.67,25.38,5100.0
ht326,1661.67,26.11,105.0
ht326,1661.67,23.21,270.0
ht326,1661.67,17.40,3600.0
ht326,1751.67,17.40,140.0
ht326,1751.67,15.95,300.0
ht326,1751.67,14.50,500.0
ht326,1751.67,13.05,1500.0
ht326,1751.67,11.60,1800.0
ht326,1751.67,10.15,5100.0
ht326,1751.67,9.43,7000.0
ht326,1841.67,11.60,160.0
ht326,1841.67,10.15,365.0
ht326,1841.67,8.70,760.0
ht326,1841.67,7.25,2200.0
ht337187,1559.67,30.02,120.5
ht337187,1559.67,16.97,22622.2
ht337330,1459.67,45.98,186.9
ht337330,1559.67,34.95,116.1
ht337330,1559.67,34.95,133.1
ht337330,1559.67,30.02,254.1
ht337330,1559.67,30.02,355.3
ht337330,1559.67,16.97,59899.3
ht55696,1459.67,45.00,135.0
ht55696,1459.67,45.00,142.0
ht55696,1459.67,40.00,182.0
ht55696,1459.67,40.00,209.0
ht55696,1459.67,40.00,262.0
ht55696,1459.67,35.00,1506.0
ht55696,1459.67,30.00,4020.0
ht55696,1459.67,25.00,7034.0
ht55696,1559.67,30.00,196.0
ht55696,1559.67,30.00,199.0
ht55696,1559.67,21.00,230.0
ht55696,1559.67,28.00,241.0
ht55696,1559.67,25.00,372.0
ht55696,1559.67,28.00,375.0
ht55696,1559.67,26.50,440.0
ht55696,1559.67,25.00,627.0
ht55696,1559.67,25.00,629.0
ht55696,1659.67,22.00,148.0
ht55696,1659.67,20.00,217.0
ht55696,1659.67,21.00,239.0
ht55696,1659.67,20.00,258.0
ht55696,1659.67,18.00,590.0
ht55696,1659.67,16.00,625.0
ht60551,1559.67,34.95,189.6
ht60551,1559.67,34.95,257.4
ht60551,1559.67,34.95,299.4
ht60551,1559.67,30.02,1507.5
ht60551,1559.67,30.02,1788.5
ht60551,1559.67,24.95,19180.3
K44086ann,1559.67,30.00,428.0
K44086mill,1459.67,46.00,101.6
K44086mill,1559.67,30.00,332.0
Klueh TS,1359.67,64.00,1164.7
Klueh TS,1359.67,64.00,1540.3
Klueh TS,1359.67,64.00,2161.5
Klueh TS,1359.67,60.00,2542.3
Klueh TS,1459.67,58.00,105.5
Klueh TS,1459.67,58.00,119.4
Klueh TS,1459.67,55.00,193.3
Klueh TS,1459.67,55.00,197.9
Klueh TS,1459.67,55.00,207.4
Klueh TS,1459.67,48.00,618.8
Klueh TS,1459.67,48.00,689.8
Klueh TS,1459.67,50.00,964.7
Klueh TS,1459.67,48.00,1009.4
Klueh TS,1459.67,48.00,1197.1
Klueh TS,1459.67,45.00,1753.1
Klueh TS,1459.67,45.00,1871.1
Klueh TS,1559.67,40.00,427.0
Klueh TS,1559.67,40.00,457.1
Klueh TS,1559.67,40.00,515.9
Klueh TS,1559.67,37.50,1125.0
Klueh TS,1559.67,37.50,1208.3
Klueh TS,1559.67,37.50,1275.2
Klueh TS,1559.67,35.00,2246.3
Klueh TS,1559.67,35.00,2420.0
M43484,1959.67,6.00,410.0
M43484,1959.67,4.00,3100.0
M43484,2159.67,2.00,600.0
NIMS ABE,1481.67,42.64,597.4
NIMS ABE,1481.67,38.44,2045.8
NIMS ABE,1481.67,34.08,6860.0
NIMS ABE,1481.67,31.33,12913.1
NIMS ABE,1481.67,28.42,25924.5
NIMS ABE,1481.67,25.67,51731.6
NIMS ABE,1571.67,34.08,231.9
NIMS ABE,1571.67,31.33,478.0
NIMS ABE,1571.67,31.33,524.0
NIMS ABE,1571.67,28.43,990.0
NIMS ABE,1571.67,28.43,1359.0
NIMS ABE,1571.67,25.67,2218.0
NIMS ABE,1571.67,22.77,5508.0
NIMS ABE,1571.67,22.77,6099.0
NIMS ABE,1571.67,19.87,11041.0
NIMS ABE,1571.67,19.87,11330.0
NIMS ABE,1571.67,17.11,43467.0
NIMS ABE,1571.67,17.11,45329.0
NIMS ABE,1571.67,15.66,98098.4
NIMS ABE,1571.67,14.21,138879.8
NIMS ABE,1661.67,19.87,642.6
NIMS ABE,1661.67,17.11,2621.3
NIMS ABE,1661.67,14.21,9064.2
NIMS ABE,1661.67,14.21,13718.5
NIMS ABE,1661.67,12.79,19480.9
NIMS ABE,1661.67,12.79,23663.2
NIMS ABE,1661.67,11.37,39560.4
NIMS ABE,1661.67,11.37,44067.2
NIMS ABE,1661.67,9.95,72573.0
NIMS ABE,1661.67,8.81,100491.0
NIMS ABE,1706.67,17.11,597.1
NIMS ABE,1706.67,14.21,2746.0
NIMS ABE,1751.67,14.21,579.2
NIMS ABE,1751.67,14.21,842.8
NIMS ABE,1751.67,11.31,3582.0
NIMS ABE,1751.67,9.95,7042.0
NIMS ABE,1751.67,9.95,10818.0
NIMS ABE,1751.67,8.81,13820.0
NIMS ABE,1751.67,8.81,18896.0
NIMS ABE,1751.67,7.67,26679.0
NIMS ABE,1751.67,7.67,31900.0
NIMS ABE,1751.67,6.82,42495.0
NIMS ABE,1751.67,5.97,58167.0
NIMS ABE,1751.67,4.21,179368.0
NIMS ABE,1796.67,11.31,1232.0
NIMS ABE,1841.67,11.31,315.6
NIMS ABE,1841.67,7.69,4232.0
NIMS ABE,1841.67,6.82,8248.0
NIMS ABE,1841.67,5.37,26501.0
NIMS ABE,1886.67,8.85,676.0
NIMS ABE,1886.67,7.69,1359.0
NIMS ABE,1931.67,5.95,2217.0
ORNL-346845,1459.67,46.00,334.9
ORNL-346845,1459.67,46.00,420.3
ORNL-346845,1559.67,35.00,247.7
ORNL-346845,1559.67,35.00,287.0
ORNL-346845,1559.67,30.00,1275.4
ORNL-346845,1559.67,30.00,1459.6
ORNL-346845,1559.67,25.00,14077.0
ORNL-346845,1659.67,25.00,186.1
ORNL-346845,2059.67,5.00,319.4
ORNL-346845,2059.67,4.00,1831.9
ORNL-346845,2059.67,3.50,2638.0
